Date,Year,Month,Disease,Cases,URL,Country,source_sheet,reporting_frequency,period_start,period_end,interval_days,period_midpoint,config_key,iso3,Week
2023-07-01,2023,7.0,pertussis,96,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2023-07-01,2023-08-01,31.0,2023-07-16 12:00:00,Australia,AUS,
2023-08-01,2023,8.0,pertussis,158,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2023-08-01,2023-09-01,31.0,2023-08-16 12:00:00,Australia,AUS,
2023-09-01,2023,9.0,pertussis,273,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2023-09-01,2023-10-01,30.0,2023-09-16 00:00:00,Australia,AUS,
2023-10-01,2023,10.0,pertussis,367,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2023-10-01,2023-11-01,31.0,2023-10-16 12:00:00,Australia,AUS,
2023-11-01,2023,11.0,pertussis,635,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2023-11-01,2023-12-01,30.0,2023-11-16 00:00:00,Australia,AUS,
2023-12-01,2023,12.0,pertussis,589,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2023-12-01,2024-01-01,31.0,2023-12-16 12:00:00,Australia,AUS,
2024-01-01,2024,1.0,Pertussis,838,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2024-01-01,2024-02-01,31.0,2024-01-16 12:00:00,Australia,AUS,
2024-02-01,2024,2.0,Pertussis,858,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2024-02-01,2024-03-01,29.0,2024-02-15 12:00:00,Australia,AUS,
2024-03-01,2024,3.0,Pertussis,1377,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2024-03-01,2024-04-01,31.0,2024-03-16 12:00:00,Australia,AUS,
2024-04-01,2024,4.0,Pertussis,2067,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2024-04-01,2024-05-01,30.0,2024-04-16 00:00:00,Australia,AUS,
2024-05-01,2024,5.0,Pertussis,3187,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2024-05-01,2024-06-01,31.0,2024-05-16 12:00:00,Australia,AUS,
2024-06-01,2024,6.0,Pertussis,4478,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2024-06-01,2024-07-01,30.0,2024-06-16 00:00:00,Australia,AUS,
2024-07-01,2024,7.0,Pertussis,5252,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2024-07-01,2024-08-01,31.0,2024-07-16 12:00:00,Australia,AUS,
2024-08-01,2024,8.0,Pertussis,6703,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2024-08-01,2024-09-01,31.0,2024-08-16 12:00:00,Australia,AUS,
2024-09-01,2024,9.0,Pertussis,8381,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2024-09-01,2024-10-01,30.0,2024-09-16 00:00:00,Australia,AUS,
2024-10-01,2024,10.0,Pertussis,7940,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2024-10-01,2024-11-01,31.0,2024-10-16 12:00:00,Australia,AUS,
2024-11-01,2024,11.0,Pertussis,9317,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2024-11-01,2024-12-01,30.0,2024-11-16 00:00:00,Australia,AUS,
2024-12-01,2024,12.0,Pertussis,6857,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2024-12-01,2025-01-01,31.0,2024-12-16 12:00:00,Australia,AUS,
2025-01-01,2025,1.0,Pertussis,5015,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2025-01-01,2025-02-01,31.0,2025-01-16 12:00:00,Australia,AUS,
2025-02-01,2025,2.0,Pertussis,2870,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2025-02-01,2025-03-01,28.0,2025-02-15 00:00:00,Australia,AUS,
2025-03-01,2025,3.0,Pertussis,2353,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2025-03-01,2025-04-01,31.0,2025-03-16 12:00:00,Australia,AUS,
2025-04-01,2025,4.0,Pertussis,1928,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2025-04-01,2025-05-01,30.0,2025-04-16 00:00:00,Australia,AUS,
2025-05-01,2025,5.0,Pertussis,2000,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2025-05-01,2025-06-01,31.0,2025-05-16 12:00:00,Australia,AUS,
2025-06-01,2025,6.0,Pertussis,1753,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2025-06-01,2025-07-01,30.0,2025-06-16 00:00:00,Australia,AUS,
2025-07-01,2025,7.0,Pertussis,1573,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2025-07-01,2025-08-01,31.0,2025-07-16 12:00:00,Australia,AUS,
2025-08-01,2025,8.0,Pertussis,1704,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2025-08-01,2025-09-01,31.0,2025-08-16 12:00:00,Australia,AUS,
2025-09-01,2025,9.0,Pertussis,1748,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2025-09-01,2025-10-01,30.0,2025-09-16 00:00:00,Australia,AUS,
2025-10-01,2025,10.0,Pertussis,1587,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2025-10-01,2025-11-01,31.0,2025-10-16 12:00:00,Australia,AUS,
2025-11-01,2025,11.0,Pertussis,1496,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2025-11-01,2025-12-01,30.0,2025-11-16 00:00:00,Australia,AUS,
2025-12-01,2025,12.0,Pertussis,919,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2025-12-01,2026-01-01,31.0,2025-12-16 12:00:00,Australia,AUS,
2026-01-01,2026,1.0,Pertussis,1014,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2026-01-01,2026-02-01,31.0,2026-01-16 12:00:00,Australia,AUS,
2026-02-01,2026,2.0,Pertussis,772,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2026-02-01,2026-03-01,28.0,2026-02-15 00:00:00,Australia,AUS,
2026-03-01,2026,3.0,Pertussis,749,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2026-03-01,2026-04-01,31.0,2026-03-16 12:00:00,Australia,AUS,
2026-04-01,2026,4.0,Pertussis,640,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2026-04-01,2026-05-01,30.0,2026-04-16 00:00:00,Australia,AUS,
2026-05-01,2026,5.0,Pertussis,110,https://globalinfectiousdisease.com/diseases/pertussis/,AU,AU,monthly,2026-05-01,2026-06-01,31.0,2026-05-16 12:00:00,Australia,AUS,
2015-01-01,2015,1.0,Pertussis,275,https://globalinfectiousdisease.com/diseases/pertussis/,CN,CN,monthly,2015-01-01,2015-02-01,31.0,2015-01-16 12:00:00,China,CHN,
2015-02-01,2015,2.0,Pertussis,315,https://globalinfectiousdisease.com/diseases/pertussis/,CN,CN,monthly,2015-02-01,2015-03-01,28.0,2015-02-15 00:00:00,China,CHN,
2015-03-01,2015,3.0,Pertussis,498,https://globalinfectiousdisease.com/diseases/pertussis/,CN,CN,monthly,2015-03-01,2015-04-01,31.0,2015-03-16 12:00:00,China,CHN,
2015-04-01,2015,4.0,Pertussis,507,https://globalinfectiousdisease.com/diseases/pertussis/,CN,CN,monthly,2015-04-01,2015-05-01,30.0,2015-04-16 00:00:00,China,CHN,
2015-05-01,2015,5.0,Pertussis,573,https://globalinfectiousdisease.com/diseases/pertussis/,CN,CN,monthly,2015-05-01,2015-06-01,31.0,2015-05-16 12:00:00,China,CHN,
2015-06-01,2015,6.0,Pertussis,723,https://globalinfectiousdisease.com/diseases/pertussis/,CN,CN,monthly,2015-06-01,2015-07-01,30.0,2015-06-16 00:00:00,China,CHN,
