country,iso3,location,source_age_group,target_age_group,contacts_per_day,source,source_type
United_Kingdom,GBR,other,adolescent_10_17y,child_5_9y,0.246598,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,adolescent_10_17y,adolescent_10_17y,1.690604,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,adolescent_10_17y,young_adult_18_39y,1.270582,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,adolescent_10_17y,middle_adult_40_64y,0.698571,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,adolescent_10_17y,elderly_65plus,0.183721,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,young_adult_18_39y,infant_0_2m,0.006721,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,young_adult_18_39y,infant_3_11m,0.033604,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,young_adult_18_39y,child_1_4y,0.166625,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,young_adult_18_39y,child_5_9y,0.187855,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,young_adult_18_39y,adolescent_10_17y,0.448018,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,young_adult_18_39y,young_adult_18_39y,2.013898,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,young_adult_18_39y,middle_adult_40_64y,1.342829,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,young_adult_18_39y,elderly_65plus,0.386743,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,middle_adult_40_64y,infant_0_2m,0.002777,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,middle_adult_40_64y,infant_3_11m,0.013885,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,middle_adult_40_64y,child_1_4y,0.068851,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,middle_adult_40_64y,child_5_9y,0.147744,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,middle_adult_40_64y,adolescent_10_17y,0.216361,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,middle_adult_40_64y,young_adult_18_39y,1.179497,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,middle_adult_40_64y,middle_adult_40_64y,1.789312,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,middle_adult_40_64y,elderly_65plus,0.708651,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,elderly_65plus,infant_0_2m,0.000754,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,elderly_65plus,infant_3_11m,0.003771,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,elderly_65plus,child_1_4y,0.018698,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,elderly_65plus,child_5_9y,0.03689,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,elderly_65plus,adolescent_10_17y,0.092721,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,elderly_65plus,young_adult_18_39y,0.55354,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,elderly_65plus,middle_adult_40_64y,1.154735,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,other,elderly_65plus,elderly_65plus,0.577797,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_0_2m,infant_0_2m,0.079436,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_0_2m,infant_3_11m,0.397182,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_0_2m,child_1_4y,2.065525,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_0_2m,child_5_9y,0.809059,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_0_2m,adolescent_10_17y,0.371528,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_0_2m,young_adult_18_39y,2.719115,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_0_2m,middle_adult_40_64y,2.325157,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_0_2m,elderly_65plus,1.262743,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_3_11m,infant_0_2m,0.079436,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_3_11m,infant_3_11m,0.397182,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_3_11m,child_1_4y,2.065525,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_3_11m,child_5_9y,0.809059,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_3_11m,adolescent_10_17y,0.371528,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_3_11m,young_adult_18_39y,2.719115,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_3_11m,middle_adult_40_64y,2.325157,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,infant_3_11m,elderly_65plus,1.262743,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_1_4y,infant_0_2m,0.079436,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_1_4y,infant_3_11m,0.397182,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_1_4y,child_1_4y,2.065525,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_1_4y,child_5_9y,0.809059,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_1_4y,adolescent_10_17y,0.371528,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_1_4y,young_adult_18_39y,2.719115,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_1_4y,middle_adult_40_64y,2.325157,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_1_4y,elderly_65plus,1.262743,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_5_9y,infant_0_2m,0.021109,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_5_9y,infant_3_11m,0.105545,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_5_9y,child_1_4y,0.548879,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_5_9y,child_5_9y,3.995982,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_5_9y,adolescent_10_17y,1.23374,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_5_9y,young_adult_18_39y,2.638991,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_5_9y,middle_adult_40_64y,2.944939,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,child_5_9y,elderly_65plus,1.513905,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,adolescent_10_17y,infant_0_2m,0.005353,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,adolescent_10_17y,infant_3_11m,0.026767,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,adolescent_10_17y,child_1_4y,0.139201,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,adolescent_10_17y,child_5_9y,0.68136,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,adolescent_10_17y,adolescent_10_17y,6.507736,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,adolescent_10_17y,young_adult_18_39y,3.949473,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,adolescent_10_17y,middle_adult_40_64y,3.989875,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,adolescent_10_17y,elderly_65plus,1.553744,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,young_adult_18_39y,infant_0_2m,0.012508,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,young_adult_18_39y,infant_3_11m,0.06254,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,young_adult_18_39y,child_1_4y,0.325234,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,young_adult_18_39y,child_5_9y,0.465275,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,young_adult_18_39y,adolescent_10_17y,1.260834,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,young_adult_18_39y,young_adult_18_39y,7.430658,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,young_adult_18_39y,middle_adult_40_64y,5.576195,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,young_adult_18_39y,elderly_65plus,1.284567,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,middle_adult_40_64y,infant_0_2m,0.006924,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,middle_adult_40_64y,infant_3_11m,0.034621,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,middle_adult_40_64y,child_1_4y,0.180043,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,middle_adult_40_64y,child_5_9y,0.336128,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,middle_adult_40_64y,adolescent_10_17y,0.824583,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,middle_adult_40_64y,young_adult_18_39y,3.609893,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,middle_adult_40_64y,middle_adult_40_64y,5.853522,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,middle_adult_40_64y,elderly_65plus,1.610403,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,elderly_65plus,infant_0_2m,0.004297,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,elderly_65plus,infant_3_11m,0.021484,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,elderly_65plus,child_1_4y,0.111727,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,elderly_65plus,child_5_9y,0.197445,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,elderly_65plus,adolescent_10_17y,0.366922,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,elderly_65plus,young_adult_18_39y,0.950238,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,elderly_65plus,middle_adult_40_64y,1.840154,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,all,elderly_65plus,elderly_65plus,2.6327,Prem/contactdata 2017 all matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_0_2m,infant_0_2m,0.013546,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_0_2m,infant_3_11m,0.06773,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_0_2m,child_1_4y,0.352228,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_0_2m,child_5_9y,0.301343,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_0_2m,adolescent_10_17y,0.211039,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_0_2m,young_adult_18_39y,1.701776,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_0_2m,middle_adult_40_64y,0.994916,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_0_2m,elderly_65plus,0.949513,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_3_11m,infant_0_2m,0.013546,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_3_11m,infant_3_11m,0.06773,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_3_11m,child_1_4y,0.352228,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_3_11m,child_5_9y,0.301343,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_3_11m,adolescent_10_17y,0.211039,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_3_11m,young_adult_18_39y,1.701776,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_3_11m,middle_adult_40_64y,0.994916,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,infant_3_11m,elderly_65plus,0.949513,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_1_4y,infant_0_2m,0.013546,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_1_4y,infant_3_11m,0.06773,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_1_4y,child_1_4y,0.352228,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_1_4y,child_5_9y,0.301343,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_1_4y,adolescent_10_17y,0.211039,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_1_4y,young_adult_18_39y,1.701776,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_1_4y,middle_adult_40_64y,0.994916,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_1_4y,elderly_65plus,0.949513,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_5_9y,infant_0_2m,0.007862,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_5_9y,infant_3_11m,0.039311,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_5_9y,child_1_4y,0.204436,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_5_9y,child_5_9y,0.719381,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_5_9y,adolescent_10_17y,0.434445,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_5_9y,young_adult_18_39y,1.582098,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_5_9y,middle_adult_40_64y,1.231851,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,child_5_9y,elderly_65plus,1.118775,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,adolescent_10_17y,infant_0_2m,0.003041,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,adolescent_10_17y,infant_3_11m,0.015204,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,adolescent_10_17y,child_1_4y,0.07907,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,adolescent_10_17y,child_5_9y,0.239932,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,adolescent_10_17y,adolescent_10_17y,1.177292,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,adolescent_10_17y,young_adult_18_39y,0.980932,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,adolescent_10_17y,middle_adult_40_64y,1.561045,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,adolescent_10_17y,elderly_65plus,1.204496,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,young_adult_18_39y,infant_0_2m,0.007828,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,young_adult_18_39y,infant_3_11m,0.039141,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,young_adult_18_39y,child_1_4y,0.20355,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,young_adult_18_39y,child_5_9y,0.278936,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,young_adult_18_39y,adolescent_10_17y,0.313154,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,young_adult_18_39y,young_adult_18_39y,1.352402,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,young_adult_18_39y,middle_adult_40_64y,0.747396,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,young_adult_18_39y,elderly_65plus,0.43819,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,middle_adult_40_64y,infant_0_2m,0.002963,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,middle_adult_40_64y,infant_3_11m,0.014814,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,middle_adult_40_64y,child_1_4y,0.077039,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,middle_adult_40_64y,child_5_9y,0.1406,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,middle_adult_40_64y,adolescent_10_17y,0.322619,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,middle_adult_40_64y,young_adult_18_39y,0.483846,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,middle_adult_40_64y,middle_adult_40_64y,1.204285,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,middle_adult_40_64y,elderly_65plus,0.495513,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,elderly_65plus,infant_0_2m,0.003231,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,elderly_65plus,infant_3_11m,0.016155,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,elderly_65plus,child_1_4y,0.084013,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,elderly_65plus,child_5_9y,0.145912,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,elderly_65plus,adolescent_10_17y,0.284446,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,elderly_65plus,young_adult_18_39y,0.324144,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,elderly_65plus,middle_adult_40_64y,0.566206,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,home,elderly_65plus,elderly_65plus,1.03531,Prem/contactdata 2017 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_0_2m,infant_0_2m,0.055975,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_0_2m,infant_3_11m,0.279877,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_0_2m,child_1_4y,1.455485,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_0_2m,child_5_9y,0.333461,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_0_2m,adolescent_10_17y,0.052527,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_0_2m,young_adult_18_39y,0.324921,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_0_2m,middle_adult_40_64y,0.742493,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_0_2m,elderly_65plus,0.00304,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_3_11m,infant_0_2m,0.055975,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_3_11m,infant_3_11m,0.279877,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_3_11m,child_1_4y,1.455485,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_3_11m,child_5_9y,0.333461,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_3_11m,adolescent_10_17y,0.052527,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_3_11m,young_adult_18_39y,0.324921,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_3_11m,middle_adult_40_64y,0.742493,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,infant_3_11m,elderly_65plus,0.00304,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_1_4y,infant_0_2m,0.055975,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_1_4y,infant_3_11m,0.279877,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_1_4y,child_1_4y,1.455485,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_1_4y,child_5_9y,0.333461,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_1_4y,adolescent_10_17y,0.052527,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_1_4y,young_adult_18_39y,0.324921,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_1_4y,middle_adult_40_64y,0.742493,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_1_4y,elderly_65plus,0.00304,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_5_9y,infant_0_2m,0.0087,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_5_9y,infant_3_11m,0.043501,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_5_9y,child_1_4y,0.226225,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_5_9y,child_5_9y,2.593462,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_5_9y,adolescent_10_17y,0.429664,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_5_9y,young_adult_18_39y,0.443421,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_5_9y,middle_adult_40_64y,1.09983,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,child_5_9y,elderly_65plus,0.073873,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,adolescent_10_17y,infant_0_2m,0.000757,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,school,adolescent_10_17y,infant_3_11m,0.003784,Prem/contactdata 2017 school matrix aggregated with WPP age weights and reciprocity balanced,derived
