country,selected_input_setting,locked_reference_strategy,setting_specific_winning_strategy,reference_choice_retained,current_practice_cases_per_100k,locked_reference_strategy_cases_per_100k,setting_specific_best_cases_per_100k,fixed_reference_regret_cases_per_100k,fixed_reference_regret_relative_to_current,fixed_reference_regret_percentage_points,figure2_parent_bundle_sha256
Australia,75,timeliness_only,timeliness_only,TRUE,808.387660040919,638.3621830960503,638.3621830960503,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,76,timeliness_only,timeliness_only,TRUE,1383.2259386428282,1169.1187015245632,1169.1187015245632,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,77,timeliness_only,timeliness_only,TRUE,1069.7558421718995,981.2752572173188,981.2752572173188,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,78,timeliness_only,timeliness_only,TRUE,1230.0592161116588,1045.376259817913,1045.376259817913,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,79,timeliness_only,timeliness_only,TRUE,1487.058397042479,1275.3448046755714,1275.3448046755714,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,80,timeliness_only,timeliness_only,TRUE,707.33369538187,625.3624148503118,625.3624148503118,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,81,timeliness_only,timeliness_only,TRUE,992.9157736068685,818.7640277590116,818.7640277590116,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,82,timeliness_only,timeliness_only,TRUE,1456.5321044356576,1255.4306511884652,1255.4306511884652,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,83,timeliness_only,timeliness_only,TRUE,1075.8780632518963,926.6225718632352,926.6225718632352,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,84,timeliness_only,timeliness_only,TRUE,1332.69309836513,1117.3445854116983,1117.3445854116983,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,85,timeliness_only,timeliness_only,TRUE,1152.4887372695546,905.1584620487909,905.1584620487909,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,86,timeliness_only,timeliness_only,TRUE,873.7214258946593,710.0020298437062,710.0020298437062,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,87,timeliness_only,timeliness_only,TRUE,1283.7011359863823,1095.809743754578,1095.809743754578,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,88,timeliness_only,timeliness_only,TRUE,1520.5591773542421,1291.5239650938563,1291.5239650938563,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,89,timeliness_only,timeliness_only,TRUE,971.6018602541347,827.786187100246,827.786187100246,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,90,timeliness_only,timeliness_only,TRUE,1130.8921058544875,947.9789067013188,947.9789067013188,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,91,timeliness_only,timeliness_only,TRUE,809.3397848980675,661.0265193621598,661.0265193621598,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,92,timeliness_only,timeliness_only,TRUE,741.8563280092789,645.9823260703052,645.9823260703052,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,93,timeliness_only,timeliness_only,TRUE,1398.7297202257143,1175.179479911855,1175.179479911855,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,94,timeliness_only,timeliness_only,TRUE,1185.1576214894772,969.0947269438412,969.0947269438412,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,95,timeliness_only,timeliness_only,TRUE,1555.268332272191,1314.8931540926576,1314.8931540926576,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,96,timeliness_only,timeliness_only,TRUE,1043.3148996248613,915.2881072368604,915.2881072368604,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,97,timeliness_only,timeliness_only,TRUE,942.6444830556445,787.7413612896379,787.7413612896379,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,98,timeliness_only,timeliness_only,TRUE,1098.9237963065648,826.1143791243935,826.1143791243935,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,99,timeliness_only,timeliness_only,TRUE,1272.5271779572372,1123.474295391117,1123.474295391117,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,100,timeliness_only,timeliness_only,TRUE,1263.1655536634673,1092.641797421107,1092.641797421107,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,101,timeliness_only,timeliness_only,TRUE,1220.6466682060463,1035.0372657587793,1035.0372657587793,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,102,timeliness_only,timeliness_only,TRUE,1547.1701538391771,1327.4551658666055,1327.4551658666055,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,103,timeliness_only,timeliness_only,TRUE,1496.3729405411268,1296.8992056778868,1296.8992056778868,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,104,timeliness_only,timeliness_only,TRUE,1546.7787018947988,1316.045385073234,1316.045385073234,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,105,timeliness_only,timeliness_only,TRUE,436.1152699986388,320.5153877654777,320.5153877654777,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,106,timeliness_only,timeliness_only,TRUE,1124.7461804752618,904.024353825646,904.024353825646,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,107,timeliness_only,timeliness_only,TRUE,1169.4914179590967,1010.6859832996756,1010.6859832996756,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,108,timeliness_only,timeliness_only,TRUE,788.7391656684981,675.9689995028991,675.9689995028991,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,109,timeliness_only,timeliness_only,TRUE,1176.7228378344985,996.9807525552844,996.9807525552844,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,110,timeliness_only,timeliness_only,TRUE,743.8837318489419,638.8201935779693,638.8201935779693,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,111,timeliness_only,timeliness_only,TRUE,1442.2300857031873,1231.6333656876377,1231.6333656876377,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,112,timeliness_only,timeliness_only,TRUE,1443.6161937817474,1240.300101610635,1240.300101610635,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,113,timeliness_only,timeliness_only,TRUE,1206.5504254122536,980.468998709843,980.468998709843,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,114,timeliness_only,timeliness_only,TRUE,699.1779591116982,567.5956027216806,567.5956027216806,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,115,timeliness_only,timeliness_only,TRUE,1519.7613147615577,1300.0999906768411,1300.0999906768411,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,116,timeliness_only,timeliness_only,TRUE,1328.5175360292762,1124.225215008771,1124.225215008771,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,117,timeliness_only,timeliness_only,TRUE,1030.9165307826033,852.9702093561109,852.9702093561109,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,118,timeliness_only,timeliness_only,TRUE,1315.5149618462733,1119.8217589558903,1119.8217589558903,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,119,timeliness_only,timeliness_only,TRUE,1310.952857836168,1139.034775391223,1139.034775391223,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,120,timeliness_only,timeliness_only,TRUE,1506.7858916451994,1277.725532561082,1277.725532561082,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,121,timeliness_only,timeliness_only,TRUE,926.8919087366951,657.4560418963305,657.4560418963305,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,122,timeliness_only,timeliness_only,TRUE,1496.9543378655999,1295.1294748091234,1295.1294748091234,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,123,timeliness_only,timeliness_only,TRUE,672.2928043342021,544.3733335081632,544.3733335081632,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,124,timeliness_only,timeliness_only,TRUE,985.9535022289099,835.5279544964432,835.5279544964432,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,125,timeliness_only,timeliness_only,TRUE,1009.8533661549277,849.7489068279518,849.7489068279518,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,126,timeliness_only,timeliness_only,TRUE,1523.3751785763143,1305.0849063859675,1305.0849063859675,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,127,timeliness_only,timeliness_only,TRUE,1286.4445361089472,1128.7682910680298,1128.7682910680298,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Australia,128,timeliness_only,timeliness_only,TRUE,1077.3011526852197,922.5755318111572,922.5755318111572,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Brazil,1,timeliness_only,timeliness_only,TRUE,84.0031295641048,52.7248795627716,52.7248795627716,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Brazil,2,timeliness_only,timeliness_only,TRUE,309.45549345455936,258.04467923238104,258.04467923238104,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Brazil,3,timeliness_only,timeliness_only,TRUE,384.0197075880264,330.05740537677883,330.05740537677883,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Brazil,4,timeliness_only,timeliness_only,TRUE,555.6113287942369,467.3699686048064,467.3699686048064,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Brazil,5,timeliness_only,timeliness_only,TRUE,956.7052109316842,850.5229959986871,850.5229959986871,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Brazil,6,timeliness_only,timeliness_only,TRUE,220.9047730002098,130.85351922568796,130.85351922568796,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
Brazil,7,timeliness_only,timeliness_only,TRUE,149.38837300592945,81.69536533041206,81.69536533041206,0,0,0,4edcd39cbf04bc399f65b6b9ac4a3bba92b3590976cda2f8238006e1dfde007a
