country,iso3,source_age_group,target_age_group,all_setting_contacts_per_day,setting_matrix_available,setting_decomposition,structural_sensitivity_caveat,home_contacts_per_day,home_share,school_contacts_per_day,school_share,work_contacts_per_day,work_share,other_contacts_per_day,other_share
Australia,AUS,infant_3_11m,child_1_4y,2.083394,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.528072,0.25346717903574645,0.931604,0.44715689879110715,0.0,0.0,0.623718,0.2993759221731463
Australia,AUS,infant_3_11m,child_5_9y,1.05034,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.414272,0.3944170459089437,0.281804,0.2682978844945446,0.0,0.0,0.354264,0.3372850695965116
Australia,AUS,infant_3_11m,adolescent_10_17y,0.473718,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.227228,0.47966933914269677,0.043208,0.09121038254826712,0.0,0.0,0.203283,0.4291223892695654
Australia,AUS,infant_3_11m,young_adult_18_39y,3.30127,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.96568,0.5954314551672538,0.239928,0.07267748472557531,0.0,0.0,1.095661,0.33189075719344374
Australia,AUS,infant_3_11m,middle_adult_40_64y,1.916087,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.902671,0.4711012600158552,0.310355,0.16197333419620297,0.0,0.0,0.703061,0.3669254057879418
Australia,AUS,infant_3_11m,elderly_65plus,0.530858,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.340758,0.6419004705589818,0.001336,0.002516680543572857,9e-06,1.695368629652374e-05,0.188755,0.35556589521114873
Australia,AUS,child_1_4y,infant_0_2m,0.086662,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.021966,0.25346749440354477,0.038752,0.44716253952135887,0.0,0.0,0.025945,0.29938150515797
Australia,AUS,child_1_4y,infant_3_11m,0.43331,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.10983,0.2534674944035448,0.193758,0.4471579238882094,0.0,0.0,0.129723,0.2993768895248206
Australia,AUS,child_1_4y,child_1_4y,2.083394,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.528072,0.25346717903574645,0.931604,0.44715689879110715,0.0,0.0,0.623718,0.2993759221731463
Australia,AUS,child_1_4y,child_5_9y,1.05034,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.414272,0.3944170459089437,0.281804,0.2682978844945446,0.0,0.0,0.354264,0.3372850695965116
Australia,AUS,child_1_4y,adolescent_10_17y,0.473718,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.227228,0.47966933914269677,0.043208,0.09121038254826712,0.0,0.0,0.203283,0.4291223892695654
Australia,AUS,child_1_4y,young_adult_18_39y,3.30127,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.96568,0.5954314551672538,0.239928,0.07267748472557531,0.0,0.0,1.095661,0.33189075719344374
Australia,AUS,child_1_4y,middle_adult_40_64y,1.916087,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.902671,0.4711012600158552,0.310355,0.16197333419620297,0.0,0.0,0.703061,0.3669254057879418
Australia,AUS,child_1_4y,elderly_65plus,0.530858,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.340758,0.6419004705589818,0.001336,0.002516680543572857,9e-06,1.695368629652374e-05,0.188755,0.35556589521114873
Australia,AUS,child_5_9y,infant_0_2m,0.033908,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.013374,0.39442019582399435,0.009098,0.2683142621210334,0.0,0.0,0.011437,0.33729503362038454
Australia,AUS,child_5_9y,infant_3_11m,0.169542,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.06687,0.39441554305127935,0.045488,0.26829930046832057,0.0,0.0,0.057184,0.33728515648040014
Australia,AUS,child_5_9y,child_1_4y,0.815172,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.321517,0.39441614775777384,0.218709,0.26829797883146134,0.0,0.0,0.274945,0.33728464667579355
Australia,AUS,child_5_9y,child_5_9y,5.813133,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.89546,0.1540408588621661,3.56341,0.6129930280280875,0.0,0.0,1.354263,0.23296611310974652
Australia,AUS,child_5_9y,adolescent_10_17y,1.636474,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.492499,0.3009513136169594,0.487271,0.2977566401910449,0.0,0.0,0.656704,0.4012920461919957
Australia,AUS,child_5_9y,young_adult_18_39y,2.955665,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.581332,0.5350173311251444,0.475955,0.16103144300859534,0.0,0.0,0.898379,0.30395156419959635
Australia,AUS,child_5_9y,middle_adult_40_64y,2.609207,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.237341,0.4742210947617418,0.69769,0.2673954193745456,0.0,0.0,0.674176,0.2583834858637126
Australia,AUS,child_5_9y,elderly_65plus,0.731654,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.527717,0.7212657895671998,0.026994,0.036894488378386506,8e-06,1.093413006694421e-05,0.176935,0.24182878792434676
Australia,AUS,adolescent_10_17y,infant_0_2m,0.009186,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.004406,0.47964293490093624,0.000838,0.09122577835837144,0.0,0.0,0.003942,0.4291312867406924
Australia,AUS,adolescent_10_17y,infant_3_11m,0.045931,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.022032,0.47967603579281964,0.004189,0.09120202042193726,0.0,0.0,0.01971,0.42912194378524304
Australia,AUS,adolescent_10_17y,child_1_4y,0.220839,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.105929,0.4796661821507976,0.020143,0.09121124439070998,0.0,0.0,0.094767,0.42912257345849236
Australia,AUS,adolescent_10_17y,child_5_9y,0.982982,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.29583,0.3009515942306166,0.292689,0.2977562152714902,0.0,0.0,0.394463,0.40129219049789316
Australia,AUS,adolescent_10_17y,adolescent_10_17y,8.5449,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.490073,0.1743815609310817,4.324125,0.5060474669100867,0.338177,0.039576472515769644,2.392525,0.27999449964306194
Australia,AUS,adolescent_10_17y,young_adult_18_39y,5.053252,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.019424,0.20173622847227887,1.437229,0.28441664892231777,0.890155,0.176154880065352,1.706445,0.3376924404324186
Australia,AUS,adolescent_10_17y,middle_adult_40_64y,3.620647,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.515298,0.41851580670526567,0.822453,0.2271563618325675,0.553548,0.15288648686270714,0.729348,0.2014413445994597
Australia,AUS,adolescent_10_17y,elderly_65plus,0.702094,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.534416,0.7611744296347782,0.009538,0.013585075502710462,1.3e-05,1.851603916284714e-05,0.158126,0.22522055451264358
Australia,AUS,young_adult_18_39y,infant_0_2m,0.021135,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.012585,0.595457771469127,0.001536,0.07267565649396734,0.0,0.0,0.007015,0.33191388691743556
Australia,AUS,young_adult_18_39y,infant_3_11m,0.105676,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.062923,0.5954332109466672,0.00768,0.07267496877247435,0.0,0.0,0.035073,0.33189182028085845
Australia,AUS,young_adult_18_39y,child_1_4y,0.508101,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.302539,0.5954308296972453,0.036927,0.07267649542118594,0.0,0.0,0.168634,0.3318907067689298
Australia,AUS,young_adult_18_39y,child_5_9y,0.586145,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.313598,0.5350177857014902,0.094388,0.1610318265958082,0.0,0.0,0.17816,0.3039520937651946
Australia,AUS,young_adult_18_39y,adolescent_10_17y,1.668339,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.336564,0.20173597811955482,0.474503,0.28441641656761607,0.293886,0.17615484622729552,0.563385,0.3376921596869701
Australia,AUS,young_adult_18_39y,young_adult_18_39y,8.402069,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.460739,0.17385467793706527,0.552367,0.06574178336312164,3.36491,0.40048588032304905,3.024052,0.35991753935846044
Australia,AUS,young_adult_18_39y,middle_adult_40_64y,4.447228,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.699522,0.15729393680737755,0.190806,0.04290447892484937,2.169128,0.48774832322516415,1.387772,0.312053261042609
Australia,AUS,young_adult_18_39y,elderly_65plus,0.544597,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.227888,0.4184525438076229,0.00577,0.010594990424111774,7.2e-05,0.00013220785277921106,0.310867,0.5708202579154862
Australia,AUS,middle_adult_40_64y,infant_0_2m,0.011893,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.005603,0.47111746405448585,0.001926,0.16194400067266457,0.0,0.0,0.004364,0.36693853527284953
Australia,AUS,middle_adult_40_64y,infant_3_11m,0.059465,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.028014,0.47110064743967045,0.009632,0.16197763390229547,0.0,0.0,0.021819,0.3669217186580342
Australia,AUS,middle_adult_40_64y,child_1_4y,0.285911,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.134693,0.4711011468603866,0.04631,0.16197348125815372,0.0,0.0,0.104908,0.36692537188145957
Australia,AUS,middle_adult_40_64y,child_5_9y,0.501655,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.237896,0.47422232410720516,0.13414,0.2673949228055138,0.0,0.0,0.129619,0.25838275308728115
Australia,AUS,middle_adult_40_64y,adolescent_10_17y,1.158901,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.485018,0.4185154728488456,0.263252,0.22715659059747123,0.17718,0.1528862258294712,0.233451,0.201441710724212
Australia,AUS,middle_adult_40_64y,young_adult_18_39y,4.31158,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.678186,0.15729407780906302,0.184986,0.04290445729871648,2.102965,0.4877481109013401,1.345443,0.31205335399088036
Australia,AUS,middle_adult_40_64y,middle_adult_40_64y,5.175985,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.09113,0.2108062523365118,0.142682,0.02756615407502147,2.334605,0.45104554978424394,1.607568,0.31058204380422283
Australia,AUS,middle_adult_40_64y,elderly_65plus,0.766588,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.275081,0.3588381242597066,0.011482,0.014978058618188647,6.1e-05,7.957338231227203e-05,0.479964,0.6261042437397923
Australia,AUS,elderly_65plus,infant_0_2m,0.00573,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.003678,0.6418848167539267,1.4e-05,0.002443280977312391,0.0,0.0,0.002037,0.35549738219895294
Australia,AUS,elderly_65plus,infant_3_11m,0.02865,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.01839,0.6418848167539267,7.2e-05,0.0025130890052356024,1e-06,3.4904013961605584e-05,0.010187,0.3555671902268761
Australia,AUS,elderly_65plus,child_1_4y,0.13775,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.088422,0.6419019963702359,0.000347,0.0025190562613430123,2e-06,1.4519056261343011e-05,0.048979,0.3555644283121597
Australia,AUS,elderly_65plus,child_5_9y,0.244625,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.17644,0.7212672457843639,0.009025,0.036893203883495145,3e-06,1.2263668880940215e-05,0.059157,0.2418272866632601
Australia,AUS,elderly_65plus,adolescent_10_17y,0.390799,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.297466,0.7611739026967828,0.005309,0.0135849887026323,7e-06,1.7912021269245826e-05,0.088016,0.22522063771913436
Australia,AUS,elderly_65plus,young_adult_18_39y,0.918165,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.384209,0.41845311027974275,0.009729,0.010596134681674862,0.000121,0.0001317845920940136,0.524107,0.5708200595753486
Australia,AUS,elderly_65plus,middle_adult_40_64y,1.333092,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.478365,0.35883869980466465,0.019968,0.014978711146717557,0.000105,7.876425633039581e-05,0.834654,0.6261038247922874
Australia,AUS,elderly_65plus,elderly_65plus,1.258211,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.632299,0.5025381275477643,0.017587,0.013977782740732674,3.4e-05,2.7022494637226984e-05,0.60829,0.4834562724376118
China,CHN,infant_0_2m,infant_0_2m,0.071971,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.012982,0.18037820788928877,0.039536,0.5493323699823541,0.0,0.0,0.019452,0.2702755276430785
China,CHN,infant_0_2m,infant_3_11m,0.359853,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.064911,0.18038198931230254,0.197681,0.5493382019880341,0.0,0.0,0.097261,0.2702798086996635
China,CHN,infant_0_2m,child_1_4y,2.115276,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.381557,0.18038166177841566,1.162003,0.5493387151369371,0.0,0.0,0.571717,0.2702800958361935
China,CHN,infant_0_2m,child_5_9y,1.634714,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.640909,0.39206185302138474,0.572432,0.3501725684125786,0.0,0.0,0.421373,0.2577655785660366
China,CHN,infant_0_2m,adolescent_10_17y,0.997278,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.710414,0.71235302493387,0.046561,0.046688084967280934,0.002807,0.002814661508626481,0.237496,0.2381442285902226
China,CHN,infant_0_2m,young_adult_18_39y,4.799023,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,3.039271,0.633310363380213,0.232515,0.04845048669281227,0.210437,0.0438499669620254,1.316799,0.27438897458920286
China,CHN,infant_0_2m,middle_adult_40_64y,3.803777,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,2.562522,0.6736782939693888,0.108457,0.028512975392616338,0.20456,0.05377812632023381,0.928237,0.24403034142117164
China,CHN,infant_0_2m,elderly_65plus,0.986363,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.782621,0.793441157058811,0.00168,0.001703226905307681,0.001535,0.001556222202171006,0.200528,0.2033004076592492
China,CHN,infant_3_11m,infant_0_2m,0.071971,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.012982,0.18037820788928877,0.039536,0.5493323699823541,0.0,0.0,0.019452,0.2702755276430785
China,CHN,infant_3_11m,infant_3_11m,0.359853,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.064911,0.18038198931230254,0.197681,0.5493382019880341,0.0,0.0,0.097261,0.2702798086996635
China,CHN,infant_3_11m,child_1_4y,2.115276,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.381557,0.18038166177841566,1.162003,0.5493387151369371,0.0,0.0,0.571717,0.2702800958361935
China,CHN,infant_3_11m,child_5_9y,1.634714,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.640909,0.39206185302138474,0.572432,0.3501725684125786,0.0,0.0,0.421373,0.2577655785660366
China,CHN,infant_3_11m,adolescent_10_17y,0.997278,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.710414,0.71235302493387,0.046561,0.046688084967280934,0.002807,0.002814661508626481,0.237496,0.2381442285902226
China,CHN,infant_3_11m,young_adult_18_39y,4.799023,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,3.039271,0.633310363380213,0.232515,0.04845048669281227,0.210437,0.0438499669620254,1.316799,0.27438897458920286
China,CHN,infant_3_11m,middle_adult_40_64y,3.803777,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,2.562522,0.6736782939693888,0.108457,0.028512975392616338,0.20456,0.05377812632023381,0.928237,0.24403034142117164
China,CHN,infant_3_11m,elderly_65plus,0.986363,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.782621,0.793441157058811,0.00168,0.001703226905307681,0.001535,0.001556222202171006,0.200528,0.2033004076592492
China,CHN,child_1_4y,infant_0_2m,0.071971,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.012982,0.18037820788928877,0.039536,0.5493323699823541,0.0,0.0,0.019452,0.2702755276430785
China,CHN,child_1_4y,infant_3_11m,0.359853,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.064911,0.18038198931230254,0.197681,0.5493382019880341,0.0,0.0,0.097261,0.2702798086996635
China,CHN,child_1_4y,child_1_4y,2.115276,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.381557,0.18038166177841566,1.162003,0.5493387151369371,0.0,0.0,0.571717,0.2702800958361935
China,CHN,child_1_4y,child_5_9y,1.634714,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.640909,0.39206185302138474,0.572432,0.3501725684125786,0.0,0.0,0.421373,0.2577655785660366
China,CHN,child_1_4y,adolescent_10_17y,0.997278,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.710414,0.71235302493387,0.046561,0.046688084967280934,0.002807,0.002814661508626481,0.237496,0.2381442285902226
China,CHN,child_1_4y,young_adult_18_39y,4.799023,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,3.039271,0.633310363380213,0.232515,0.04845048669281227,0.210437,0.0438499669620254,1.316799,0.27438897458920286
China,CHN,child_1_4y,middle_adult_40_64y,3.803777,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,2.562522,0.6736782939693888,0.108457,0.028512975392616338,0.20456,0.05377812632023381,0.928237,0.24403034142117164
China,CHN,child_1_4y,elderly_65plus,0.986363,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.782621,0.793441157058811,0.00168,0.001703226905307681,0.001535,0.001556222202171006,0.200528,0.2033004076592492
China,CHN,child_5_9y,infant_0_2m,0.028183,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.01105,0.3920803321151049,0.009869,0.3501756377958343,0.0,0.0,0.007265,0.2577795124720576
