country,psa_sample_id,pep_restoration,pep_restored,resistance_management_uptake,resistance_management_pep_reach_multiplier,baseline_treatment_rate_symptomatic,full_guided_treatment_rate_symptomatic,applied_treatment_rate_symptomatic,baseline_pep_coverage,applied_pep_coverage,baseline_pep_effectiveness_resistant,full_guided_pep_effectiveness_resistant,applied_pep_effectiveness_resistant,guided_total_child_adolescent_cases,guided_annualized_child_adolescent_cases_per_100k,guided_total_infant_cases,guided_annualized_infant_cases_per_100k,guided_resistant_infections,timeliness_total_child_adolescent_cases,timeliness_annualized_child_adolescent_cases_per_100k,timeliness_total_infant_cases,timeliness_annualized_infant_cases_per_100k,timeliness_resistant_infections,sample_design,uncertainty_schema_version,relative_reduction_under18_cases_vs_timeliness,guided_lower_under18_cases,relative_reduction_infant_cases_vs_timeliness,guided_lower_infant_cases,relative_reduction_resistant_infections_vs_timeliness,guided_lower_resistant_infections
Australia,42,not_restored,False,0.5633853537304967,0.7595684940445326,0.025,0.065,0.04753541414921987,0.3,0.22787054821335978,0.1,0.45,0.1,74192.21913993279,258.3526550783039,21547.25791108933,1491.8075276727093,32019.058725727187,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.03529282919601173,False,-0.03851692224367942,False,0.0501380555975125,True
Australia,43,not_restored,False,0.773815235906165,0.5962216104918131,0.025,0.065,0.0559526094362466,0.3,0.17886648314754391,0.1,0.45,0.1,76213.6165322838,265.39157895996624,22213.501548215587,1537.9343841716757,31322.495873084437,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.06349980628224006,False,-0.07062798223784728,False,0.07080195303676373,True
Australia,44,not_restored,False,0.5828517609906589,0.9569429666864888,0.025,0.065,0.048314070439626364,0.3,0.2870828900059466,0.1,0.45,0.1,71450.19996213564,248.80437709859697,20628.51214560976,1428.1988839441885,32023.13957150408,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,0.00296984612492901,True,0.005764026572513625,True,0.05001699519602942,True
Australia,45,not_restored,False,0.7850177877461615,0.6019016037556758,0.025,0.065,0.05640071150984646,0.3,0.18057048112670274,0.1,0.45,0.1,76117.6733937755,265.05748510303715,22180.268868305884,1535.6335455970016,31290.1885418647,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.062160996842925975,False,-0.06902626100723186,False,0.071760366733859,True
Australia,46,not_restored,False,0.6516139332911771,0.6954030194510391,0.025,0.065,0.05106455733164709,0.3,0.20862090583531173,0.1,0.45,0.1,74973.10543436324,261.07186269606086,21803.475888930596,1509.5465787279165,31727.833269361356,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.046189470251005504,False,-0.05086590450718442,False,0.05877740944650267,True
Australia,47,not_restored,False,0.7748343784846441,0.9924592454079972,0.025,0.065,0.055993375139385765,0.3,0.29773777362239917,0.1,0.45,0.1,70737.81710163987,246.32371260086967,20378.965758822458,1410.9217353474487,31434.249310041494,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,0.01291057677920937,True,0.017791457006248845,True,0.0674867295059608,True
Australia,48,not_restored,False,0.734111058427168,0.71715549157618,0.025,0.065,0.05436444233708672,0.3,0.21514664747285397,0.1,0.45,0.1,74557.54914299391,259.6248098071973,21657.66941492316,1499.4517816096186,31481.828606862153,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.04039071596694077,False,-0.043838444620909245,False,0.06607526504729255,True
Australia,49,not_restored,False,0.8146683003477699,0.9479104105096564,0.025,0.065,0.0575867320139108,0.3,0.2843731231528969,0.1,0.45,0.1,71288.39880460966,248.24095198761427,20559.323529068024,1423.408664342229,31298.355696337167,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,0.005227651324505533,True,0.009098722309748952,True,0.07151808387058356,True
Australia,50,not_restored,False,0.4669852576158159,0.6936761148294966,0.025,0.065,0.04367941030463264,0.3,0.208102834448849,0.1,0.45,0.1,75255.47775930453,262.0551415267436,21913.108203918702,1517.1368861883414,32287.051316978923,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.05012974925282032,False,-0.05614987218463563,False,0.042187916713282925,True
Australia,51,not_restored,False,0.72839166775193,0.7394104268735779,0.025,0.065,0.054135666710077204,0.3,0.22182312806207338,0.1,0.45,0.1,74253.82887159733,258.567193021105,21555.963456109963,1492.4102491743286,31506.272696870543,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.03615254351835451,False,-0.03893650490512934,False,0.06535011846933081,True
Australia,52,not_restored,False,0.6336905084111385,0.5992512946275431,0.025,0.065,0.05034762033644554,0.3,0.17977538838826293,0.1,0.45,0.1,76363.26200672198,265.91267546032367,22274.43924340177,1542.1533577432842,31749.837763814823,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.06558798868739601,False,-0.07356500688917467,False,0.05812463473297336,True
Australia,53,not_restored,False,0.7076478448565009,0.5321350727586296,0.025,0.065,0.053305913794260036,0.3,0.15964052182758887,0.1,0.45,0.1,77223.34554746792,268.90766427413945,22560.517043347296,1561.9597301737074,31502.392255879022,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.07758976370593729,False,-0.08735314817135453,False,0.06546523375916236,True
Australia,54,not_restored,False,0.510579154800937,0.6374482318753362,0.025,0.065,0.045423166192037484,0.3,0.19123446956260085,0.1,0.45,0.1,75992.8999829534,264.62299826184693,22158.797098072133,1534.1469643557207,32135.515423419332,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.060419884109058186,False,-0.0679913823776499,False,0.04668330740344173,True
Australia,55,not_restored,False,0.5948709025096316,0.5449498743323934,0.025,0.065,0.048794836100385264,0.3,0.163484962299718,0.1,0.45,0.1,77199.4699926527,268.8245246387612,22561.11212947683,1562.0009304868704,31847.91922160871,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.07725659951459996,False,-0.08738182964062857,False,0.05521499753820236,True
Australia,56,not_restored,False,0.8218614024545511,0.7558376455065824,0.025,0.065,0.057874456098182044,0.3,0.22675129365197472,0.1,0.45,0.1,73905.4829874576,257.3541804807236,21432.73302545581,1483.8784868138273,31223.697610866187,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.03129165648585297,False,-0.032997146491275275,False,0.07373285460567236,True
Australia,57,not_restored,False,0.7429220201651292,0.6603365581871317,0.025,0.065,0.05471688080660517,0.3,0.1981009674561395,0.1,0.45,0.1,75345.17768606421,262.3674952455646,21922.33783001829,1517.7758921270274,31437.06718916831,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.051381439686537744,False,-0.05659471407263594,False,0.06740313566363665,True
Australia,58,not_restored,False,0.6728079259331862,0.7034660474616605,0.025,0.065,0.051912317037327446,0.3,0.21103981423849816,0.1,0.45,0.1,74831.00291571037,260.5770323282054,21754.056983284652,1506.1250994839625,31665.57885523288,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.0442065437355641,False,-0.04848405295076619,False,0.06062421885330749,True
Australia,59,not_restored,False,0.7533004479968151,0.5072886508351703,0.025,0.065,0.0551320179198726,0.3,0.1521865952505511,0.1,0.45,0.1,77518.12076831449,269.9341325735524,22657.28678327612,1568.6595073355666,31355.766353909647,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.08170311515848705,False,-0.0920171760904469,False,0.06981496700826917,True
Australia,60,not_restored,False,0.8369126789897046,0.5585357508881004,0.025,0.065,0.05847650715958819,0.3,0.1675607252664301,0.1,0.45,0.1,76667.18870441832,266.97101109255834,22362.661925013686,1548.261386053386,31119.051339945472,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.06982904164920045,False,-0.07781709075793164,False,0.07683724037861683,True
Australia,61,not_restored,False,0.6801148585388439,0.5137056029519677,0.025,0.065,0.05220459434155376,0.3,0.1541116808855903,0.1,0.45,0.1,77528.53848282155,269.9704092050798,22666.295503141577,1569.283218990899,31579.373646210996,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.08184848599724615,False,-0.09245137092241262,False,0.06318154098324746,True
